mathMarks,scienceMarks,englishMarks,socialScienceMarks,itMarks,learningStyle,careerInclination,stream
64,95,67,70,82,Research,Medical,BioIP
79,86,61,66,58,Research,Medical,Bio
81,85,68,42,68,Practical,Medical,BioIP
80,74,77,67,48,Theoretical,Medical,Bio
56,77,50,40,50,Theoretical,Skilled,Bio
35,37,99,82,35,Creative,Arts,Humanities
87,57,54,56,49,Practical,Skilled,Commerce
54,100,74,59,44,Theoretical,Medical,Bio
97,100,48,41,91,Theoretical,Creative,CS
64,97,59,58,57,Research,Technology,BioIP
65,83,64,44,58,Theoretical,Skilled,Bio
88,92,48,69,91,Practical,Creative,CS
87,42,86,56,75,Practical,Technology,Commerce
80,52,87,80,50,Theoretical,Finance,Commerce
46,42,97,90,34,Creative,Arts,Humanities
90,48,79,77,49,Practical,Skilled,Commerce
66,85,72,48,43,Theoretical,Skilled,Bio
74,89,54,63,88,Research,Medical,BioIP
63,100,77,46,85,Practical,Medical,BioIP
64,76,60,42,55,Theoretical,Skilled,Bio
74,79,79,69,90,Theoretical,Technology,CS
82,85,70,51,84,Research,Technology,CS
68,65,69,98,58,Creative,Arts,Humanities
77,93,86,40,56,Practical,Technology,BioIP
59,86,59,64,34,Research,Medical,Bio
88,92,64,64,50,Practical,Technology,BioIP
97,66,68,49,80,Research,Skilled,CS
70,93,71,58,45,Theoretical,Skilled,Bio
88,82,73,36,74,Theoretical,Skilled,CS
67,73,69,58,80,Research,Medical,BioIP
51,79,62,41,39,Research,Medical,Bio
70,72,85,57,52,Research,Medical,BioIP
73,100,70,40,52,Research,Medical,Bio
76,53,69,51,67,Theoretical,Finance,Commerce
31,48,79,84,48,Theoretical,Civics,Humanities
87,68,63,39,93,Research,Technology,CS
53,51,83,82,36,Creative,Arts,Humanities
61,65,94,99,41,Theoretical,Civics,Humanities
89,100,62,42,50,Research,Technology,BioIP
73,41,66,62,71,Theoretical,Skilled,Commerce
90,61,64,80,51,Practical,Finance,Commerce
87,65,73,67,82,Practical,Technology,CS
39,57,75,91,43,Theoretical,Civics,Humanities
75,100,51,55,42,Theoretical,Medical,Bio
74,74,52,47,68,Research,Skilled,Bio
85,90,49,33,74,Practical,Creative,CS
63,76,54,62,77,Practical,Medical,BioIP
58,87,54,65,59,Research,Medical,Bio
86,60,52,55,66,Theoretical,Technology,Commerce
53,91,67,47,69,Research,Skilled,Bio
53,75,60,61,54,Theoretical,Medical,Bio
52,95,50,61,69,Research,Medical,Bio
70,46,71,76,52,Practical,Skilled,Commerce
91,91,59,38,85,Research,Skilled,CS
64,77,55,41,35,Research,Medical,Bio
60,95,79,52,61,Theoretical,Skilled,Bio
71,98,51,56,79,Research,Medical,BioIP
68,54,88,54,50,Theoretical,Technology,Commerce
91,85,67,66,86,Theoretical,Skilled,CS
82,60,71,37,96,Research,Creative,CS
65,89,60,40,47,Theoretical,Medical,Bio
99,86,77,54,78,Theoretical,Technology,CS
85,86,57,36,85,Theoretical,Technology,CS
85,97,87,51,70,Practical,Medical,BioIP
88,46,56,78,48,Theoretical,Technology,Commerce
88,94,57,69,89,Research,Technology,CS
88,50,58,59,50,Practical,Skilled,Commerce
34,49,84,89,33,Theoretical,Arts,Humanities
70,65,77,95,43,Theoretical,Arts,Humanities
98,79,59,34,93,Practical,Technology,CS
63,75,71,57,60,Theoretical,Medical,Bio
51,32,93,98,57,Creative,Civics,Humanities
66,95,78,52,59,Research,Skilled,Bio
50,45,72,87,47,Creative,Civics,Humanities
74,89,61,62,74,Research,Medical,BioIP
40,53,83,92,50,Theoretical,Civics,Humanities
43,62,97,78,42,Theoretical,Civics,Humanities
70,98,58,70,48,Research,Skilled,Bio
66,63,76,57,79,Practical,Skilled,Commerce
77,87,85,47,81,Research,Technology,BioIP
77,64,65,55,65,Practical,Finance,Commerce
79,79,69,54,60,Research,Skilled,Bio
74,87,86,64,57,Practical,Medical,BioIP
90,87,72,65,86,Practical,Skilled,CS
35,66,62,86,46,Creative,Arts,Humanities
62,86,79,70,64,Practical,Medical,BioIP
78,61,85,51,55,Theoretical,Technology,Commerce
73,99,62,45,76,Research,Technology,BioIP
56,47,92,98,47,Creative,Civics,Humanities
64,84,61,43,61,Research,Medical,Bio
45,31,82,77,31,Creative,Arts,Humanities
58,94,62,52,33,Theoretical,Skilled,Bio
52,87,56,43,68,Theoretical,Medical,Bio
69,88,53,70,42,Theoretical,Medical,Bio
32,56,91,88,47,Theoretical,Civics,Humanities
58,37,87,70,36,Theoretical,Arts,Humanities
67,98,79,40,41,Theoretical,Skilled,Bio
84,62,88,59,74,Practical,Skilled,Commerce
58,57,81,75,37,Theoretical,Civics,Humanities
58,65,71,76,38,Theoretical,Civics,Humanities
52,73,55,44,44,Theoretical,Medical,Bio
78,99,85,68,77,Research,Technology,BioIP
86,60,54,64,69,Theoretical,Finance,Commerce
64,100,64,47,65,Practical,Medical,BioIP
47,58,99,71,59,Creative,Civics,Humanities
81,92,76,61,86,Research,Creative,CS
80,70,64,58,72,Practical,Technology,BioIP
95,81,53,34,72,Theoretical,Skilled,CS
32,57,88,97,48,Theoretical,Arts,Humanities
65,55,62,58,43,Theoretical,Technology,Commerce
57,94,63,65,54,Research,Medical,Bio
79,74,78,31,81,Practical,Creative,CS
76,60,40,38,85,Research,Creative,CS
72,97,63,70,39,Theoretical,Skilled,Bio
60,97,52,56,72,Practical,Medical,BioIP
34,54,95,96,34,Theoretical,Civics,Humanities
61,39,65,97,60,Creative,Arts,Humanities
58,75,72,67,71,Practical,Technology,BioIP
72,93,63,50,53,Theoretical,Medical,Bio
77,75,60,61,69,Theoretical,Skilled,Bio
94,63,48,67,72,Theoretical,Skilled,CS
33,37,83,86,37,Creative,Civics,Humanities
35,64,70,79,57,Theoretical,Arts,Humanities
77,89,71,49,30,Research,Medical,Bio
71,79,62,70,71,Practical,Technology,CS
98,77,41,62,74,Practical,Technology,CS
71,63,86,68,68,Practical,Technology,Commerce
96,65,53,30,71,Research,Skilled,CS
89,61,58,69,78,Practical,Skilled,Commerce
87,61,78,36,95,Research,Creative,CS
76,79,53,59,41,Theoretical,Skilled,Bio
69,63,63,58,76,Practical,Technology,Commerce
64,36,90,86,51,Creative,Civics,Humanities
79,91,87,55,64,Research,Medical,BioIP
49,65,88,75,53,Theoretical,Arts,Humanities
78,57,86,79,62,Practical,Finance,Commerce
77,92,60,57,99,Research,Skilled,CS
77,71,78,48,35,Research,Skilled,Bio
75,47,74,54,77,Theoretical,Technology,Commerce
50,77,60,65,42,Theoretical,Medical,Bio
77,45,82,71,62,Theoretical,Skilled,Commerce
44,63,77,90,56,Creative,Arts,Humanities
54,36,96,80,36,Theoretical,Arts,Humanities
81,72,72,34,71,Practical,Technology,CS
92,93,57,31,89,Practical,Technology,CS
68,81,86,59,64,Research,Medical,BioIP
54,90,54,59,69,Research,Skilled,Bio
50,75,67,64,33,Research,Medical,Bio
76,59,86,79,76,Practical,Skilled,Commerce
67,80,76,58,53,Research,Medical,Bio
71,60,64,75,72,Theoretical,Skilled,Commerce
82,84,43,51,80,Practical,Creative,CS
93,70,73,53,78,Research,Creative,CS
55,92,64,58,66,Practical,Medical,BioIP
72,73,73,52,88,Theoretical,Creative,CS
75,94,72,68,35,Research,Skilled,Bio
77,90,61,56,63,Practical,Technology,BioIP
66,87,67,44,57,Research,Skilled,Bio
64,93,59,65,89,Research,Technology,BioIP
60,67,91,74,55,Creative,Civics,Humanities
73,81,77,55,90,Practical,Technology,BioIP
74,69,72,69,43,Practical,Finance,Commerce
70,100,59,69,90,Theoretical,Technology,CS
89,49,88,55,58,Theoretical,Skilled,Commerce
81,51,69,54,51,Theoretical,Skilled,Commerce
69,64,97,79,36,Theoretical,Arts,Humanities
57,91,64,58,61,Research,Medical,BioIP
77,79,80,55,64,Theoretical,Skilled,Bio
79,40,85,75,45,Theoretical,Technology,Commerce
65,77,77,49,53,Theoretical,Skilled,Bio
76,99,43,70,83,Research,Skilled,CS
74,86,57,42,74,Practical,Creative,CS
67,71,51,42,60,Theoretical,Medical,Bio
86,100,59,64,86,Practical,Technology,CS
61,97,63,58,59,Research,Skilled,Bio
34,56,82,72,33,Theoretical,Arts,Humanities
70,63,50,34,74,Research,Skilled,CS
78,69,54,65,72,Theoretical,Technology,Commerce
71,74,70,42,47,Theoretical,Skilled,Bio
65,91,59,60,77,Research,Medical,BioIP
78,92,64,55,77,Practical,Skilled,CS
50,38,88,95,53,Creative,Civics,Humanities
66,57,56,55,74,Theoretical,Finance,Commerce
42,53,87,80,47,Creative,Civics,Humanities
77,63,84,52,73,Practical,Skilled,Commerce
56,89,85,64,75,Practical,Medical,BioIP
51,94,82,57,54,Practical,Technology,BioIP
71,81,76,67,50,Research,Medical,BioIP
95,67,41,38,100,Practical,Skilled,CS
75,52,82,73,75,Practical,Skilled,Commerce
71,92,41,61,75,Theoretical,Technology,CS
88,81,47,67,84,Practical,Skilled,CS
60,56,90,92,42,Theoretical,Civics,Humanities
88,70,72,77,61,Theoretical,Skilled,Commerce
43,69,91,83,30,Theoretical,Arts,Humanities
76,48,68,52,49,Practical,Finance,Commerce
58,96,81,54,72,Practical,Medical,BioIP
75,98,54,32,96,Research,Creative,CS
85,82,57,55,87,Practical,Medical,BioIP
67,63,86,76,37,Theoretical,Civics,Humanities
89,56,78,58,70,Theoretical,Technology,Commerce
60,86,77,43,55,Theoretical,Medical,Bio
60,70,58,77,79,Theoretical,Skilled,Commerce
72,67,60,56,87,Theoretical,Skilled,CS
80,91,60,43,56,Research,Skilled,Bio
84,79,68,62,84,Research,Technology,BioIP
100,70,69,63,71,Practical,Creative,CS
61,59,60,71,54,Theoretical,Finance,Commerce
56,88,63,61,89,Research,Medical,BioIP
65,31,92,80,37,Creative,Civics,Humanities
60,84,75,59,68,Practical,Technology,BioIP
59,57,83,91,36,Theoretical,Arts,Humanities
74,89,74,69,63,Research,Skilled,Bio
61,85,50,48,78,Practical,Medical,BioIP
50,91,52,67,53,Practical,Medical,BioIP
60,53,71,59,54,Theoretical,Finance,Commerce
60,37,68,84,47,Creative,Civics,Humanities
89,65,80,69,100,Theoretical,Creative,CS
71,100,46,59,83,Practical,Skilled,CS
62,46,88,77,31,Theoretical,Civics,Humanities
63,77,65,52,33,Theoretical,Skilled,Bio
76,97,60,49,70,Practical,Skilled,CS
87,97,74,58,56,Practical,Technology,BioIP
87,51,52,68,57,Practical,Finance,Commerce
94,68,64,47,90,Research,Creative,CS
73,78,74,70,80,Research,Medical,BioIP
87,54,84,57,47,Practical,Technology,Commerce
85,71,74,61,75,Practical,Creative,CS
70,63,50,63,84,Practical,Skilled,CS
85,45,52,69,61,Practical,Skilled,Commerce
87,62,50,58,56,Practical,Skilled,Commerce
53,74,70,59,55,Theoretical,Medical,Bio
80,55,84,50,64,Theoretical,Skilled,Commerce
72,99,70,45,42,Research,Skilled,Bio
67,77,87,58,69,Research,Medical,BioIP
41,67,64,86,53,Creative,Civics,Humanities
64,91,63,56,55,Theoretical,Skilled,Bio
66,46,81,53,65,Theoretical,Finance,Commerce
74,64,58,55,100,Theoretical,Technology,CS
81,93,67,57,64,Research,Technology,BioIP
86,82,80,68,66,Research,Technology,BioIP
58,78,65,50,34,Theoretical,Medical,Bio
54,94,56,51,55,Research,Medical,Bio
85,50,64,79,47,Practical,Technology,Commerce
63,41,61,75,32,Theoretical,Arts,Humanities
99,76,62,46,73,Theoretical,Skilled,CS
65,73,83,49,61,Research,Technology,BioIP
80,75,68,36,100,Research,Creative,CS
97,67,61,33,94,Theoretical,Technology,CS
100,72,65,32,91,Practical,Technology,CS
90,60,87,73,53,Practical,Finance,Commerce
68,40,77,98,40,Theoretical,Civics,Humanities
85,61,55,32,81,Research,Technology,CS
86,82,47,53,100,Practical,Technology,CS
73,75,69,50,68,Research,Medical,BioIP
67,81,62,47,70,Theoretical,Medical,Bio
72,93,50,42,37,Theoretical,Skilled,Bio
89,89,59,62,84,Research,Technology,CS
79,76,68,48,54,Research,Skilled,Bio
77,62,59,62,52,Practical,Skilled,Commerce
61,60,72,79,38,Theoretical,Civics,Humanities
64,42,69,72,50,Theoretical,Technology,Commerce
100,99,61,52,72,Practical,Technology,CS
32,38,79,83,55,Creative,Civics,Humanities
89,40,79,51,62,Theoretical,Finance,Commerce
76,86,88,47,71,Practical,Technology,BioIP
76,53,69,53,62,Theoretical,Technology,Commerce
58,96,54,63,48,Research,Medical,Bio
92,81,43,43,86,Practical,Technology,CS
76,82,63,69,76,Practical,Technology,CS
62,34,85,94,35,Theoretical,Civics,Humanities
70,76,74,59,55,Practical,Technology,BioIP
56,95,55,59,79,Research,Medical,BioIP
62,58,71,97,37,Theoretical,Civics,Humanities
65,68,78,80,53,Theoretical,Technology,Commerce
63,83,53,51,68,Research,Technology,BioIP
57,57,86,70,35,Theoretical,Civics,Humanities
59,88,70,43,66,Theoretical,Skilled,Bio
82,74,62,70,67,Practical,Medical,BioIP
89,60,72,54,86,Research,Technology,CS
63,56,88,83,39,Theoretical,Civics,Humanities
86,66,82,63,49,Theoretical,Technology,Commerce
90,45,62,55,68,Theoretical,Technology,Commerce
69,91,62,62,85,Research,Technology,BioIP
59,31,65,86,33,Theoretical,Arts,Humanities
97,78,44,63,97,Practical,Technology,CS
90,84,53,44,80,Research,Technology,BioIP
54,58,93,98,32,Theoretical,Civics,Humanities
75,75,80,44,59,Theoretical,Medical,Bio
89,87,81,52,79,Practical,Technology,BioIP
67,85,75,53,43,Theoretical,Medical,Bio
72,73,63,55,42,Research,Medical,Bio
58,93,82,47,54,Research,Technology,BioIP
63,84,73,47,90,Research,Technology,BioIP
74,90,80,62,45,Research,Medical,Bio
74,77,64,61,93,Theoretical,Technology,CS
77,75,79,56,77,Research,Technology,BioIP
60,35,77,79,42,Creative,Civics,Humanities
95,67,57,41,89,Theoretical,Creative,CS
70,84,73,64,39,Theoretical,Skilled,Bio
63,99,52,59,78,Practical,Technology,BioIP
66,46,62,71,35,Theoretical,Arts,Humanities
85,70,69,56,75,Research,Skilled,CS
46,70,88,74,38,Creative,Arts,Humanities
78,50,68,52,53,Theoretical,Skilled,Commerce
85,82,60,50,86,Research,Skilled,CS
74,76,74,54,47,Research,Skilled,Bio
78,46,65,52,48,Theoretical,Technology,Commerce
81,61,44,43,85,Research,Technology,CS
82,69,67,51,53,Theoretical,Skilled,Commerce
74,99,71,40,31,Research,Medical,Bio
53,98,88,40,52,Practical,Medical,BioIP
72,51,66,69,71,Practical,Finance,Commerce
40,69,66,72,55,Creative,Civics,Humanities
98,84,43,37,71,Research,Creative,CS
62,51,78,56,61,Practical,Finance,Commerce
54,89,68,65,63,Research,Medical,Bio
68,73,81,43,83,Research,Technology,BioIP
85,70,60,54,71,Practical,Technology,Commerce
38,39,99,89,54,Creative,Arts,Humanities
60,42,100,83,45,Creative,Civics,Humanities
42,62,100,82,54,Creative,Arts,Humanities
54,68,84,70,40,Creative,Civics,Humanities
46,54,69,78,47,Theoretical,Civics,Humanities
87,47,63,50,79,Practical,Technology,Commerce
71,98,64,55,80,Practical,Medical,BioIP
88,44,52,68,56,Theoretical,Skilled,Commerce
85,41,55,72,44,Practical,Finance,Commerce
53,87,60,45,53,Practical,Technology,BioIP
60,56,95,82,59,Theoretical,Civics,Humanities
70,73,88,41,54,Research,Medical,BioIP
82,88,78,57,58,Practical,Technology,BioIP
68,32,68,73,44,Theoretical,Civics,Humanities
66,50,60,54,60,Theoretical,Technology,Commerce
99,68,46,52,100,Research,Technology,CS
49,39,93,89,46,Theoretical,Civics,Humanities
51,74,70,64,52,Theoretical,Medical,Bio
67,77,62,59,55,Research,Technology,BioIP
86,40,72,76,64,Practical,Technology,Commerce
88,40,76,62,40,Theoretical,Skilled,Commerce
79,78,77,61,57,Theoretical,Skilled,Bio
53,81,80,59,53,Theoretical,Medical,Bio
54,65,99,97,39,Creative,Civics,Humanities
68,71,67,50,57,Theoretical,Medical,Bio
56,75,75,66,36,Research,Medical,Bio
72,89,41,47,89,Practical,Skilled,CS
76,94,65,64,85,Practical,Technology,BioIP
71,52,90,65,64,Practical,Skilled,Commerce
64,73,77,53,62,Research,Skilled,Bio
76,69,85,76,47,Practical,Skilled,Commerce
63,98,72,55,83,Practical,Medical,BioIP
86,82,76,56,85,Research,Technology,BioIP
51,89,59,65,37,Research,Skilled,Bio
95,87,76,52,97,Practical,Creative,CS
53,73,85,61,66,Practical,Medical,BioIP
38,64,61,79,55,Creative,Arts,Humanities
38,69,70,77,45,Creative,Arts,Humanities
80,68,66,62,78,Theoretical,Finance,Commerce
71,59,68,68,68,Practical,Finance,Commerce
54,49,94,80,35,Creative,Arts,Humanities
38,35,68,82,51,Theoretical,Arts,Humanities
70,82,58,46,89,Research,Skilled,CS
66,48,79,83,52,Creative,Arts,Humanities
33,47,92,83,40,Creative,Arts,Humanities
46,33,93,74,33,Creative,Arts,Humanities
63,52,65,70,75,Practical,Skilled,Commerce
65,46,84,89,55,Theoretical,Arts,Humanities
63,91,64,64,78,Practical,Technology,BioIP
31,66,87,92,44,Theoretical,Civics,Humanities
72,89,88,42,72,Practical,Technology,BioIP
61,50,70,56,43,Practical,Technology,Commerce
84,75,76,46,88,Practical,Creative,CS
50,90,66,40,61,Theoretical,Medical,Bio
85,90,78,54,51,Practical,Medical,BioIP
87,82,60,67,73,Research,Creative,CS
72,100,78,50,55,Research,Medical,Bio
51,46,63,73,34,Creative,Arts,Humanities
63,56,70,51,76,Theoretical,Finance,Commerce
77,77,54,45,87,Research,Skilled,CS
53,84,61,63,53,Research,Technology,BioIP
69,57,77,95,48,Creative,Arts,Humanities
81,81,76,51,87,Practical,Technology,BioIP
75,84,65,52,37,Research,Medical,Bio
95,83,79,57,92,Research,Creative,CS
94,71,45,30,90,Research,Skilled,CS
78,96,67,40,61,Research,Medical,Bio
54,73,68,53,65,Practical,Technology,BioIP
90,56,64,60,75,Theoretical,Skilled,Commerce
76,86,55,56,83,Research,Skilled,CS
72,94,80,68,67,Theoretical,Skilled,Bio
83,61,55,43,91,Research,Creative,CS
75,77,58,67,51,Theoretical,Skilled,Bio
61,57,89,70,43,Theoretical,Skilled,Commerce
92,94,64,51,75,Theoretical,Technology,CS
67,70,66,61,77,Practical,Medical,BioIP
89,63,59,66,48,Practical,Finance,Commerce
51,82,63,66,81,Research,Technology,BioIP
80,52,64,80,67,Practical,Finance,Commerce
69,51,79,68,71,Practical,Skilled,Commerce
75,65,71,69,65,Practical,Technology,Commerce
56,64,99,83,39,Theoretical,Civics,Humanities
57,61,64,82,42,Creative,Civics,Humanities
71,87,64,55,65,Research,Medical,Bio
63,52,80,80,33,Creative,Arts,Humanities
77,80,79,64,33,Theoretical,Skilled,Bio
81,93,42,55,90,Research,Technology,CS
73,83,57,55,33,Research,Medical,Bio
91,61,44,40,96,Practical,Technology,CS
64,86,54,43,45,Research,Skilled,Bio
77,78,60,53,37,Theoretical,Skilled,Bio
85,70,73,43,93,Theoretical,Creative,CS
51,75,68,63,78,Practical,Medical,BioIP
74,93,69,44,63,Theoretical,Skilled,Bio
62,65,81,69,64,Practical,Skilled,Commerce
83,56,63,53,67,Practical,Finance,Commerce
61,77,81,69,52,Practical,Technology,BioIP
60,89,80,51,58,Theoretical,Medical,Bio
55,75,58,59,55,Theoretical,Medical,Bio
52,73,88,55,78,Research,Technology,BioIP
44,55,79,73,40,Creative,Arts,Humanities
39,35,62,82,51,Creative,Arts,Humanities
64,90,55,49,37,Theoretical,Medical,Bio
100,88,56,45,74,Practical,Creative,CS
71,51,66,74,68,Theoretical,Technology,Commerce
75,97,81,54,86,Practical,Technology,BioIP
63,75,50,57,85,Practical,Technology,BioIP
80,59,71,60,42,Practical,Technology,Commerce
92,72,80,61,94,Theoretical,Technology,CS
53,94,86,60,52,Research,Technology,BioIP
75,86,56,47,66,Theoretical,Skilled,Bio
55,63,86,71,39,Creative,Civics,Humanities
50,72,80,44,32,Theoretical,Skilled,Bio
57,88,71,46,40,Research,Skilled,Bio
63,88,72,46,58,Practical,Medical,BioIP
92,79,51,56,89,Theoretical,Technology,CS
86,53,52,74,71,Practical,Finance,Commerce
62,81,67,45,81,Research,Technology,BioIP
60,68,65,86,35,Theoretical,Arts,Humanities
73,41,64,51,65,Theoretical,Skilled,Commerce
59,98,66,62,46,Research,Skilled,Bio
86,66,44,32,100,Research,Skilled,CS
73,89,51,56,89,Research,Creative,CS
81,83,81,54,50,Practical,Technology,BioIP
69,42,76,96,44,Theoretical,Arts,Humanities
58,81,64,43,51,Research,Medical,BioIP
97,95,71,45,77,Practical,Technology,CS
84,89,47,40,90,Theoretical,Skilled,CS
70,82,84,46,61,Research,Medical,BioIP
96,84,60,33,72,Theoretical,Creative,CS
63,56,73,75,60,Practical,Technology,Commerce
60,60,97,84,46,Creative,Arts,Humanities
30,57,66,97,59,Theoretical,Civics,Humanities
82,70,72,50,81,Research,Creative,CS
80,86,55,56,61,Practical,Technology,BioIP
82,53,58,67,42,Theoretical,Skilled,Commerce
58,80,80,69,47,Theoretical,Skilled,Bio
90,91,54,45,81,Practical,Medical,BioIP
87,83,58,55,72,Practical,Creative,CS
84,61,86,65,72,Practical,Skilled,Commerce
87,78,76,58,98,Practical,Technology,CS
72,55,66,78,65,Practical,Technology,Commerce
73,84,54,56,64,Practical,Medical,BioIP
69,78,79,60,79,Practical,Medical,BioIP
71,76,66,45,37,Theoretical,Medical,Bio
80,86,72,57,73,Practical,Technology,BioIP
50,61,70,86,39,Creative,Arts,Humanities
57,46,61,80,44,Creative,Civics,Humanities
61,61,65,97,60,Creative,Arts,Humanities
36,33,94,71,31,Creative,Civics,Humanities
75,46,63,72,48,Theoretical,Technology,Commerce
80,63,62,74,62,Practical,Skilled,Commerce
81,55,78,74,52,Practical,Technology,Commerce
84,97,44,50,92,Research,Creative,CS
68,81,72,41,40,Theoretical,Medical,Bio
81,84,72,67,82,Practical,Medical,BioIP
85,89,67,52,73,Theoretical,Creative,CS
94,63,76,41,88,Practical,Skilled,CS
81,93,54,46,75,Research,Medical,BioIP
78,67,59,70,81,Practical,Technology,CS
83,71,68,68,86,Theoretical,Creative,CS
35,41,64,91,44,Creative,Civics,Humanities
61,98,72,70,63,Research,Medical,Bio
64,65,61,76,48,Theoretical,Finance,Commerce
72,76,49,46,95,Practical,Technology,CS
64,80,50,63,55,Research,Skilled,Bio
76,41,66,55,54,Theoretical,Technology,Commerce
54,87,76,43,59,Practical,Technology,BioIP
38,66,61,79,32,Creative,Arts,Humanities
63,97,57,57,68,Theoretical,Medical,Bio
74,84,78,53,90,Theoretical,Skilled,CS
64,99,67,68,61,Practical,Medical,BioIP
76,57,54,65,67,Theoretical,Skilled,Commerce
59,100,66,51,57,Theoretical,Skilled,Bio
46,64,88,95,38,Theoretical,Civics,Humanities
94,74,59,39,83,Theoretical,Skilled,CS
80,83,55,60,66,Theoretical,Medical,Bio
52,46,83,88,41,Theoretical,Civics,Humanities
75,53,88,62,69,Theoretical,Skilled,Commerce
75,63,59,51,53,Practical,Finance,Commerce
37,62,92,97,50,Theoretical,Arts,Humanities
66,48,52,52,42,Theoretical,Finance,Commerce
79,41,80,77,67,Theoretical,Technology,Commerce
80,62,61,50,63,Theoretical,Finance,Commerce
78,70,80,63,100,Research,Technology,CS
83,50,88,51,52,Theoretical,Skilled,Commerce
56,88,65,42,32,Theoretical,Medical,Bio
76,92,86,57,66,Practical,Technology,BioIP
63,68,51,70,65,Theoretical,Finance,Commerce
60,86,62,42,89,Practical,Medical,BioIP
75,99,68,58,35,Research,Medical,Bio
53,91,65,59,36,Research,Medical,Bio
69,70,66,62,32,Theoretical,Medical,Bio
52,99,64,59,67,Research,Medical,BioIP
74,61,59,61,46,Practical,Technology,Commerce
54,57,63,91,55,Theoretical,Civics,Humanities
61,77,52,55,60,Research,Skilled,Bio
63,68,73,80,41,Theoretical,Civics,Humanities
89,40,79,61,60,Theoretical,Finance,Commerce
67,47,76,71,59,Practical,Finance,Commerce
73,53,55,60,46,Theoretical,Skilled,Commerce
85,67,72,46,94,Practical,Skilled,CS
64,97,85,53,87,Research,Technology,BioIP
67,63,88,52,69,Theoretical,Technology,Commerce
67,32,64,81,43,Theoretical,Arts,Humanities
50,63,60,91,48,Creative,Civics,Humanities
79,69,63,63,69,Theoretical,Skilled,Commerce
78,100,50,63,39,Theoretical,Skilled,Bio
74,98,75,59,84,Practical,Creative,CS
89,67,62,69,71,Practical,Skilled,CS
63,64,83,74,48,Theoretical,Arts,Humanities
54,98,75,47,46,Research,Medical,Bio
60,43,70,53,60,Practical,Technology,Commerce
83,68,63,56,74,Practical,Technology,Commerce
43,48,62,100,46,Theoretical,Civics,Humanities
67,59,69,97,58,Theoretical,Arts,Humanities
57,79,51,63,89,Practical,Medical,BioIP
83,94,53,42,68,Research,Technology,BioIP
51,100,87,67,54,Practical,Medical,BioIP
82,45,62,69,42,Theoretical,Finance,Commerce
73,87,71,51,94,Theoretical,Technology,CS
56,97,53,54,42,Research,Skilled,Bio
74,82,66,47,75,Theoretical,Skilled,CS
57,75,77,41,67,Theoretical,Medical,Bio
92,67,60,63,77,Research,Technology,CS
38,69,92,82,38,Creative,Arts,Humanities
97,71,45,38,83,Theoretical,Skilled,CS
67,97,62,69,56,Theoretical,Skilled,Bio
45,64,90,96,39,Theoretical,Arts,Humanities
74,61,66,65,68,Practical,Skilled,Commerce
57,32,75,92,49,Theoretical,Arts,Humanities
68,85,61,58,49,Theoretical,Medical,Bio
75,78,56,61,71,Practical,Technology,BioIP
67,44,68,67,42,Theoretical,Finance,Commerce
43,39,93,77,42,Theoretical,Civics,Humanities
63,68,85,75,76,Theoretical,Technology,Commerce
53,46,85,70,45,Theoretical,Civics,Humanities
65,98,83,40,61,Practical,Medical,BioIP
65,83,55,42,65,Research,Medical,BioIP
73,88,42,48,96,Theoretical,Skilled,CS
85,73,48,42,83,Theoretical,Creative,CS
49,39,73,76,44,Theoretical,Civics,Humanities
69,59,56,51,80,Theoretical,Skilled,Commerce
67,31,78,90,36,Theoretical,Arts,Humanities
76,90,50,44,62,Research,Technology,BioIP
74,88,41,41,80,Research,Creative,CS
70,83,64,56,68,Theoretical,Medical,Bio
71,85,57,49,81,Practical,Technology,CS
60,33,97,94,51,Theoretical,Civics,Humanities
34,30,77,94,42,Theoretical,Arts,Humanities
56,46,89,100,52,Creative,Arts,Humanities
55,33,94,84,47,Creative,Civics,Humanities
71,99,79,68,67,Research,Skilled,Bio
98,98,61,70,84,Research,Technology,CS
60,42,91,86,38,Creative,Arts,Humanities
81,51,69,52,74,Practical,Finance,Commerce
39,46,72,89,58,Creative,Civics,Humanities
90,71,59,55,83,Research,Technology,BioIP
90,95,60,47,59,Research,Technology,BioIP
70,83,49,36,77,Theoretical,Creative,CS
84,58,50,78,78,Theoretical,Skilled,Commerce
69,35,67,70,31,Theoretical,Arts,Humanities
81,55,62,64,58,Theoretical,Skilled,Commerce
79,48,73,58,76,Practical,Technology,Commerce
87,100,57,53,86,Practical,Medical,BioIP
62,66,84,92,46,Theoretical,Civics,Humanities
97,82,77,60,76,Practical,Technology,CS
80,80,73,52,88,Practical,Technology,BioIP
73,48,90,66,40,Theoretical,Skilled,Commerce
45,52,88,81,41,Creative,Civics,Humanities
81,42,50,69,64,Theoretical,Technology,Commerce
52,89,62,63,59,Practical,Technology,BioIP
93,78,74,43,87,Theoretical,Skilled,CS
31,46,81,78,57,Theoretical,Civics,Humanities
52,96,73,56,37,Theoretical,Skilled,Bio
54,71,68,57,53,Theoretical,Skilled,Bio
73,53,78,77,69,Theoretical,Skilled,Commerce
66,68,53,58,47,Theoretical,Technology,Commerce
68,89,74,55,41,Theoretical,Medical,Bio
72,51,54,61,51,Theoretical,Skilled,Commerce
76,46,61,73,42,Theoretical,Skilled,Commerce
80,82,77,65,52,Theoretical,Medical,Bio
